Museum Name	Legal Name	Museum Type	Latitude	Longitude	Income	Revenue
BIRMINGHAM ZOO	BIRMINGHAM ZOO INC	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	33.48437	-86.77398	10969184.0	8932428.0
BLACK BELT MUSEUM	FRIENDS OF THE@BLACK BELT MUSEUM	GENERAL MUSEUM	32.73363	-88.1937	0.0	0.0
BLOUNTSVILLE HISTORICAL SOCIETY	BLOUNTSVILLE HISTORICAL SOCIETY	HISTORIC PRESERVATION	34.1104	-86.60181	0.0	0.0
BLUE AND GREY MUSEUM OF NORTH ALABAMA	BLUE AND GREY MUSEUM OF NORTH ALABAMA	HISTORY MUSEUM	34.59053	-86.98777	34828.0	34828.0
BRIDGEPORT AREA HISTORIC ASSOCIATION	BRIDGEPORT AREA HISTORIC ASSOCIATION	HISTORY MUSEUM	34.94947	-85.71959	8095.0	8095.0
BROWN HAWKINS RURAL LEARNING CENTER	BROWN HAWKINS RURAL LEARNING CENTER	HISTORIC PRESERVATION	32.3314	-86.25291	0.0	0.0
BROWNS CREEK PRESERVATION ASSOCIATION	BROWNS CREEK PRESERVATION ASSOCIATION	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	34.36512	-86.34533	0.0	0.0
BRUNDIDGE HISTORICAL SOCIETY	BRUNDIDGE HISTORICAL SOCIETY	HISTORIC PRESERVATION	31.72046	-85.81574	64294.0	-4221.0
BURRITT MUSEUM	BURRITT MUSEUM ASSOCIATION INC	HISTORY MUSEUM	34.72003	-86.53769	1423105.0	1252295.0
BUTLER COUNTY HISTORICAL & GENEALOGICAL SOCIETY	BUTLER COUNTY HISTORICAL AND GENEALOGICAL SOCIETY INC	HISTORIC PRESERVATION	31.83257	-86.62734	0.0	0.0
CALHOUN COUNTY SPORTS HALL OF FAME	CALHOUN COUNTY SPORTS HALL OF FAME	GENERAL MUSEUM	33.82798	-85.78071	28050.0	28050.0
CAPRI COMMUNITY FILM SOCIETY	CAPRI COMMUNITY FILM SOCIETY INC	GENERAL MUSEUM	32.35213	-86.29161	419396.0	419396.0
CENTER FOR CULTURAL ARTS	GADSDEN CULTURAL ARTS FOUNDATION INC	GENERAL MUSEUM	34.01391	-86.00513	2714683.0	1745386.0
CENTER POINT WOMENS PRESERVATION SOCIETY	CENTER POINT WOMENS PRESERVATION SOCIETY	HISTORIC PRESERVATION	33.66709	-86.67516	0.0	0.0
CENTRAL CARVER FOUNDATION	CENTRAL-CARVER FOUNDATION INC	GENERAL MUSEUM	34.02423	-86.01404	1018.0	1018.0
CENTRAL CARVER LEGACY MUSEUM	CENTRAL-CARVER FOUNDATION INC	GENERAL MUSEUM	34.00027	-85.95643	1018.0	1018.0
CHAMBER COUNTY MUSEUM	CHAMBER COUNTY MUSEUM INC	GENERAL MUSEUM	32.90652	-85.43804	0.0	0.0
CHEROKEE HISTORICAL MUSEUM	CHEROKEE COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	34.15357	-85.67829	0.0	0.0
CHICKASAW HISTORIC PRESERVATION SOCIETY	CHICKASAW HISTORIC PRESERVATION SOCIETY	HISTORIC PRESERVATION	30.7655	-88.08103	0.0	0.0
CHILDREN'S MUSEUM OF ALABAMA	CHILDRENS MUSEUM OF ALABAMA	CHILDREN'S MUSEUM	32.38083	-86.31088	50286.0	50286.0
CHILDREN'S MUSEUM OF THE SHOALS	CHILDRENS MUSEUM OF THE SHOALS INC	CHILDREN'S MUSEUM	34.84045	-87.64879	88560.0	88560.0
CHOCTAW COUNTY GENEALOGICAL SOCIETY	CHOCTAW COUNTY GENEALOGICAL SOCIETY	HISTORIC PRESERVATION	32.03716	-88.17437	0.0	0.0
CHOCTAW COUNTY HISTORICAL MUSEUM	CHOCTAW COUNTY HISTORICAL MUSEUM INC	ART MUSEUM	32.11194	-88.23785	0.0	0.0
CHOCTAW COUNTY HISTORICAL SOCIETY	CHOCTAW COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	32.0877	-88.21657	0.0	0.0
CHOM INCORPORATED OF TUSCALOOSA COUNTY	CHOM INCORPORATED OF TUSCALOOSA COUNTY	CHILDREN'S MUSEUM	33.21045	-87.56584	611829.0	600563.0
CHRISTENBERRY PLANETARIUM	SAMFORD UNIVERSITY	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	33.46435	-86.7954	343788271.0	208251061.0
CLARKE CO HISTORICAL MUSEUM	CLARKE COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	31.68673	-87.78712	0.0	0.0
CLARKE COUNTY HISTORICAL SOCIETY & MUSEUM	CLARKE COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	31.68673	-87.78712	128509.0	124305.0
CLAY COUNTY HISTORICAL SOCIETY	CLAY COUNTY HISTORICAL SOCIETY INCORPORATED	HISTORIC PRESERVATION	33.24363	-85.84636	0.0	0.0
CLAY LEGACY ASSOCIATION	CLAY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	33.69993	-86.60455	0.0	0.0
CLEMENTS HOUSE	FRIENDS OF HISTORIC NORTHPORT INC	HISTORIC PRESERVATION	33.23036	-87.58354	0.0	0.0
COAST GUARD HISTORICAL SOCIETY	COAST GUARD HISTORICAL SOCIETY	HISTORIC PRESERVATION	34.70098	-87.52815	0.0	0.0
COLEMAN CENTER FOR THE ARTS	COLEMAN CENTER FOR THE ARTS	ART MUSEUM	32.48383	-88.29437	199297.0	199297.0
COLLINSVILLE HISTORICAL ASSOCIATION	COLLINSVILLE HISTORICAL ASSOCIATION INC	HISTORIC PRESERVATION	34.26189	-85.86513	0.0	0.0
COLUMBIA HISTORIAL SOCIETY	COLUMBIA HISTORIAL SOCIETY	HISTORIC PRESERVATION	31.27906	-85.12623	0.0	0.0
CONDE CHARLOTTE MUSEUM HOUSE	THE NATIONAL SOCIETY OF THE COLONIAL DAMES OF AMERICA IN TH	HISTORIC PRESERVATION	33.24112	-87.5261	318188.0	318188.0
COOSA COUNTY HISTORICAL SOCIETY	THE COOSA COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	32.86725	-86.21548	0.0	0.0
COOSA HISTORICAL PRESERVATION AUTHORITY	COOSA HISTORICAL PRESERVATION AUTHORITY INC	HISTORIC PRESERVATION	32.86725	-86.21548	0.0	0.0
COST OF FREEDOM VETERANS MUSEUM	COST OF FREEDOM VETERANS MUSEUM	GENERAL MUSEUM	34.316	-86.49575	0.0	0.0
COURTLAND HERITAGE MUSEUM	COURTLAND HERITAGE MUSEUM INC	HISTORY MUSEUM	34.66655	-87.31032	0.0	0.0
COVINGTON HISTORICAL SOCIETY	THE COVINGTON HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	31.30243	-86.48793	0.0	0.0
CRENSHAW COUNTY HISTORICAL SOCIETY	CRENSHAW COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	31.74659	-86.28191	0.0	0.0
CULLMAN COUNTY HISTORICAL SOCIETY	CULLMAN COUNTY HISTORICAL SOCIETYINC	HISTORIC PRESERVATION	34.18014	-86.85111	0.0	0.0
DAPHNE MUSEUM	FRIENDS OF THE OLD METHODIST CHURCH MUSEUM OF DAPHNE INC	GENERAL MUSEUM	30.62109	-87.87618	0.0	0.0
DEPOT MUSEUM	FORT PAYNE DEPOT MUSEUM INC	GENERAL MUSEUM	34.43922	-85.71449	41388.0	41388.0
DIVINE DESTINYS DANCE	DANCE LEVELS	HISTORIC PRESERVATION	33.72529	-86.65841	0.0	0.0
DONNELL HOUSE BOARD	DONNELL HOUSE BOARD INC	HISTORIC PRESERVATION	34.80508	-86.98225	0.0	0.0
DOTHAN AREA BOTANICAL GARDENS	DOTHAN AREA BOTANICAL GARDENS INC	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	31.28818	-85.34601	254637.0	189558.0
EAST ALABAMA ARTISTS	EAST ALABAMA ARTISTS INCORPORATED	ART MUSEUM	33.65842	-85.82646	0.0	0.0
EAST MONTGOMERY COUNTY HISTORICAL SOCIETY	EAST MONTGOMERY COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	32.35664	-86.09503	0.0	0.0
EASTERN SHORE ART ASSOCIATION	EASTERN SHORE ART ASSN INC	ART MUSEUM	30.52659	-87.90355	487641.0	487641.0
EDMUND LAW ROGERS SMITH-HARRISON	EDMUND LAW ROGERS SMITH-HARRISON	HISTORY MUSEUM	33.17925	-86.60898	0.0	0.0
EICHOLD GALLERY	SPRING HILL COLLEGE	ART MUSEUM	30.68574	-88.14806	35426734.0	34774309.0
EIGHTH AIR FORCE HISTORICAL SOCIETY	THE ALABAMA CHAPTER OF THE EIGHTH AIR FORCE HISTORICAL SOCI	HISTORIC PRESERVATION	33.42958	-86.82467	0.0	0.0
ELMORE COUNTY HISTORICAL SOCIETY	ELMORE COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	32.53707	-86.20556	0.0	0.0
ENDOWMENT FOR MCWANE SCIENCE CENTER	ENDOWMENT FOR MCWANE SCIENCE CENTER	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	33.51539	-86.80816	465927.0	465927.0
ENDOWMENT FOR THE PRESERVATION 0F ELEVATING HISTORY	ENDOWMENT FOR THE PRESERVATION 0F ELEVATING HISTORY INC	HISTORIC PRESERVATION	30.67475	-88.09607	0.0	0.0
EPES HISTORICAL ASSOCIATION	EPES HISTORICAL ASSOCIATION	HISTORIC PRESERVATION	32.67166	-88.16305	0.0	0.0
ETOWAH HISTORICAL SOCIETY	ETOWAH HISTORICAL SOCIETY	HISTORIC PRESERVATION	34.02262	-86.04895	0.0	0.0
EUFAULA HERITAGE ASSOCIATION	EUFAULA HERITAGE ASSOCIATION INC	HISTORIC PRESERVATION	31.89681	-85.14599	266618.0	180582.0
EUTAW AREA CHAMBER OF COMMERCE TRUST	EUTAW AREA CHAMBER OF COMMERCE TRUST INC	HISTORIC PRESERVATION	32.88911	-87.90988	3350.0	3350.0
EXPLORE CENTER	EXPLORE CENTER INC	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	30.6708	-88.10646	2256563.0	2185174.0
EXPLOREUM MUSEUM OF DISCOVERY	EXPLORE CENTER INC	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	30.69034	-88.03979	2256563.0	2185174.0
FAIRHOPE MUSEUM OF HISTORY	FRIENDS OF THE FAIRHOPE MUSEUM OF HISTORY INC	HISTORY MUSEUM	30.52517	-87.9029	7074.0	5738.0
FAYETTE COUNTY HISTORICAL SOCIETY	FAYETTE COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	33.68683	-87.82637	0.0	0.0
FENDALL HALL	FRIENDS OF FENDALL HALL INC	HISTORIC PRESERVATION	31.8911	-85.1683	0.0	0.0
FLOMATON AREA RAILROAD MUSEUM	FLOMATON AREA RAIL ROAD MUSEUM	GENERAL MUSEUM	31.026	-87.24941	0.0	0.0
FORT MIMS RECONSTRUCTION ASSOCIATION	FORT MIMS RESTORATION ASSOCIATION INC	HISTORIC PRESERVATION	31.4705	-87.42077	0.0	0.0
FORT MORGAN FOUNDATION	FORT MORGAN FOUNDATION INC	HISTORIC PRESERVATION	30.69305	-88.04213	0.0	0.0
FORT PAYNE DEPOT MUSEUM	FORT PAYNE DEPOT MUSEUM INC	GENERAL MUSEUM	34.43922	-85.71449	41388.0	41388.0
FORTSON MUSEUM & ARCHIVES	FORTSON MUSEUM & ARCHIVES	HISTORY MUSEUM	33.67461	-86.40964	0.0	0.0
GADSDEN MUSEUM OF FINE ARTS	GADSDEN MUSEMUM OF FINE ARTS INC	ART MUSEUM	34.01391	-86.00513	0.0	0.0
GARDENDALE HISTORICAL SOCIETY	GARDENDALE HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	33.69468	-86.83788	0.0	0.0
GEORGE WASHINGTON CARVER INTERPRETIVE MUSEUM	GEORGE WASHINGTON CARVER INTERPRETIVE MUSEUM	GENERAL MUSEUM	31.22673	-85.39257	53324.0	53324.0
GREENE COUNTY HISTORICAL SOCIETY	GREENE COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	32.84129	-87.89041	11385.0	11385.0
GULF COAST EXPLOREUM SCIENCE CENTER	GULF COAST EXPLOREUM SCIENCE CENTER	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	30.69034	-88.03979	2256563.0	2185174.0
GULF COAST INTERNATIONAL MUSEUM	GULF COAST INTERNATIONAL MUSEUM INC	HISTORY MUSEUM	30.69651	-88.04401	0.0	0.0
GUNTERSVILL HISTORICAL SOCIETY	GUNTERSVILL HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	34.36776	-86.37909	20867.0	13067.0
GUNTERSVILLE MUSEUM & CULTURAL CENTER ASSOCIATION	GUNTERSVILLE MUSEUM & CULTURAL CENTER ASSOCIATION	GENERAL MUSEUM	34.34911	-86.3036	38330.0	38330.0
GUNTERSVILLE MUSEUM AND CULTURAL CENTER	GUNTERSVILLE MUSEUM & CULTURAL CENTER ASSOCIATION	GENERAL MUSEUM	34.34911	-86.3036	38330.0	38330.0
GURLEY HISTORICAL ASSOCIATION	GURLEY HISTORICAL ASSOCIATION INC	HISTORIC PRESERVATION	34.7027	-86.43197	0.0	0.0
HANCEVILLE HISTORICAL PRESERVATION GROUP	HANCEVILLE HISTORICAL PRESERVATION GROUP	HISTORIC PRESERVATION	34.11784	-86.76098	0.0	0.0
HANK WILLIAMS MUSEUM AND FESTIVAL	HANK WILLIAMS MUSEUM AND FESTIVAL INC	HISTORY MUSEUM	31.65737	-86.74566	71987.0	15228.0
HANK WILLIAMS SENIOR BOYHOOD HOME AND MUSEUM	HANK WILLIAMS MUSEUM AND FESTIVAL INC	HISTORY MUSEUM	31.65737	-86.74566	71987.0	15228.0
HARRIS BARRETT SCHOOL	HARRIS BARRETT SCHOOL INC	HISTORIC PRESERVATION	32.47951	-85.76358	0.0	0.0
HARTSELLE HISTORICAL SOCIETY	HARTSELLE HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	34.44638	-86.93179	0.0	0.0
HEART GALLERY OF ALABAMA	HEART GALLERY OF ALABAMA INC	ART MUSEUM	33.51713	-86.77651	231386.0	223739.0
HEART OF DIXIE RAILROAD MUSEUM	HEART OF DIXIE RAILROAD MUSEUM INC	HISTORY MUSEUM	33.1092	-86.7499	1050693.0	1024873.0
HELEN KELLER BIRTHPLACE	HELEN KELLER BIRTHPLACE FOUNDATION INC	GENERAL MUSEUM	34.73802	-87.70631	261626.0	199930.0
HENRY COUNTY VETERANS MEMORIAL PARK	HENRY COUNTY VETERANS MEMORIAL PARK	HISTORIC PRESERVATION	31.53708	-85.12046	9804.0	9804.0
HISTORIC BETHEL BAPTIST CHURCH	HISTORIC BETHEL BAPTIST CHURCH COMMUNITY RESTORATION FUND	HISTORIC PRESERVATION	33.5513	-86.80186	528066.0	528066.0
HISTORIC ESTATES LANDMARKS AND PROPERTIES	HISTORIC ESTATES LANDMARKS AND PROPERTIES INC	GENERAL MUSEUM	32.43436	-87.02444	0.0	0.0
HISTORIC HALE COUNTY PRESERVATION SOCIETY	HISTORIC HALE COUNTY PRESERVATION SOCIETY INC	HISTORIC PRESERVATION	32.70357	-87.59443	0.0	0.0
HISTORIC MOBILE PRESERVATION SOCIETY	HISTORIC MOBILE PRESERVATION SOCIETY INC	HISTORIC PRESERVATION	30.68068	-88.06003	293253.0	284056.0
HISTORIC NORTHPORT	FRIENDS OF HISTORIC NORTHPORT INC	HISTORIC PRESERVATION	33.22819	-87.57759	0.0	0.0
HISTORIC RESTORATION SOCIETY	HISTORIC RESTORATION SOCIETY INC	HISTORIC PRESERVATION	30.69597	-88.10617	0.0	0.0
HISTORIC SHELBY ASSOCIATION	HISTORIC SHELBY ASSOCIATION INC	HISTORY MUSEUM	33.08552	-86.54245	0.0	0.0
HISTORY MUSEUM OF MOBILE	MOBILE MEDICAL MUSEUM INC	HISTORY MUSEUM	30.69234	-88.07704	20453.0	20453.0
HOLLY POND HISTOICAL SOCIETY	HOLLY POND HISTOICAL SOCIETY	HISTORIC PRESERVATION	34.18191	-86.62915	0.0	0.0
HOLT STREET BAPTIST CHURCH HISTORICAL SOCIETY	HOLT STREET BAPTIST CHURCH HISTORICAL SOCIETY	HISTORIC PRESERVATION	32.35256	-86.30851	0.0	0.0
HOMER B WILSON JR VINTAGE MUSEUM	HOMER B WILSON JR VINTAGE MUSEUM	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	34.40105	-86.2544	0.0	0.0
HOOVER HISTORICAL SOCIETY	HOOVER HISTORICAL SOCIETY	HISTORIC PRESERVATION	33.40819	-86.85433	0.0	0.0
HOUSTON HISTORICAL SOCIETY	HOUSTON HISTORICAL SOCIETY	HISTORIC PRESERVATION	34.15651	-87.27872	0.0	0.0
HUNTSVILLE - MADISON COUNTY ATHLETIC HALL OF FAME	HUNTSVILLE-MADISON COUNTY ATHLETIC HALL OF FAME INC	HISTORIC PRESERVATION	34.72753	-86.59342	41211.0	5906.0
HUNTSVILLE MUSEUM OF ART	HUNTSVILLE MUSEUM OF ART	GENERAL MUSEUM	34.72905	-86.58787	2024641.0	2015943.0
HUNTSVILLE-MADISON COUNTY HISTORICAL SOCIETY	HUNTSVILLE-MADISON COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	34.72753	-86.59342	0.0	0.0
IMAGINATION PLACE	GADSDEN CULTURAL ARTS FOUNDATION INC	HISTORIC PRESERVATION	34.01391	-86.00513	2714683.0	1745386.0
INTERNATIONAL MOTORSPORTS HALL OF FAME & MUSEUM	INTERNATIONAL MOTORSPORTS HALL OF FAME FOUNDATION	GENERAL MUSEUM	33.43764	-86.10313	0.0	0.0
IRONDALE AL HISTORICAL SOCIETY	IRONDALE AL HISTORICAL SOCIETY	HISTORIC PRESERVATION	33.53794	-86.70836	0.0	0.0
ISABEL ANDERSON COMER MUSEUM & ARTS CENTER	ISABEL ANDERSON COMER MUSEUM & ARTS CENTER	ART MUSEUM	33.16453	-86.25086	40019.0	40019.0
JEMISON-VAN DE GRAAFF MANSION FOUNDATION	JEMISON-VAN DE GRAAFF MANSION FOUNDATION	HISTORIC PRESERVATION	33.20224	-87.56509	146509.0	146509.0
JESSE OWENS MUSEUM AND PARK	FRIENDS OF THE JESSE OWENS MUSEUM AND PARK	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	34.53612	-87.2792	0.0	0.0
JOHN W INZER MUSEUM	JOHN W INZER MUSEUM INC	GENERAL MUSEUM	33.81868	-86.23727	0.0	0.0
KENTUCK ART CENTER & MUSEUM	THE KENTUCK MUSEUM ASSOCIATION INC	ART MUSEUM	33.21904	-87.57842	483757.0	445388.0
LAGRANGE LIVING HISTORICAL ASSOCIATION	LAGRANGE LIVING HISTORICAL ASSOCIATION	HISTORIC PRESERVATION	34.66894	-87.53617	19057.0	19057.0
LAMAR COUNTY GENEALOGICAL AND HISTORICAL SOCIETY	LAMAR COUNTY GENEALOGICAL AND HISTORICAL SOCIETY	HISTORIC PRESERVATION	33.75431	-88.10535	0.0	0.0
LANDMARKS FOUNDATION OF MONTGOMERY	LANDMARKS FOUNDATION OF MONTGOMERY	HISTORIC PRESERVATION	32.38218	-86.30519	849416.0	786968.0
LANDMARKS OF DEKALB COUNTY	LANDMARKS OF DEKALB COUNTY INC	HISTORIC PRESERVATION	34.47746	-85.76825	0.0	0.0
LANIER HIGH SCHOOL HISTORIC SOCIETY	LANIER HIGH SCHOOL HISTORIC SOCIETY INC	HISTORIC PRESERVATION	32.86426	-85.21922	0.0	0.0
LAWRENCE COUNTY HISTORICAL COMMISSION	LAWRENCE COUNTY HISTORICAL COMMISSION	HISTORIC PRESERVATION	34.48047	-87.29119	0.0	0.0
LEDS SCENIC BYWAY MANAGEMENT TEAM	LEDS SCENIC BYWAY MANAGEMENT TEAM INC	HISTORIC PRESERVATION	33.53762	-86.57852	0.0	0.0
LEE COUNTY HISTORICAL SOCIETY	LEE COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	32.60443	-85.59934	61919.0	50467.0
LEEDS HISTORICAL SOCIETY	LEEDS HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	33.46095	-86.58808	0.0	0.0
LIMESTONE COUNTY ALABAMA ARCHIVES	FRIENDS OF THE LIMESTONE COUNTY ALABAMA ARCHIVES	HISTORIC PRESERVATION	34.80241	-86.97004	3643.0	3643.0
LIMESTONE COUNTY HISTORICAL SOCIETY	LIMESTONE COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	34.80508	-86.98225	0.0	0.0
LINDEN HISTORICAL SOCIETY	CITY OF LINDEN HISTORICAL SOCIETY	HISTORIC PRESERVATION	32.21881	-87.73882	0.0	0.0
MADISON COUNTY MILITARY HERITAGE	MADISON COUNTY MILITARY HERITAGE COMMISSION	GENERAL MUSEUM	34.7305	-86.58595	0.0	0.0
MADISON STATION HISTORICAL PRESERVATION SOCIETY	MADISON STATION HISTORICAL PRESERVATION SOCIETY INC	HISTORIC PRESERVATION	34.69407	-86.74919	0.0	0.0
MARENGO COUNTY HISTORICAL SOCIETY	MARENGO COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	32.49096	-87.84868	82948.0	82948.0
MARENGO COUNTY HISTORICAL SOCIETY	ELIZABETH LAIRD TR UW 101993 FBO MARENGO COUNTY HISTORICAL	HISTORIC PRESERVATION	32.49096	-87.84868	570352.0	94581.0
MARENGO COUNTY HISTORY-ARCHIVES	MARENGO COUNTY HISTORY AND ARCHIVES MUSEUM FOUNDATION INC	HISTORIC PRESERVATION	32.51644	-87.83766	0.0	0.0
MARENGO COUNTY SPORTS HALL OF FAME	MARENGO COUNTY SPORTS HALL OF FAME INC	GENERAL MUSEUM	32.49096	-87.84868	0.0	0.0
MARIAN ACREE�TUCKER GALLERY	JUDSON COLLEGE	ART MUSEUM	32.63066	-87.31662	9087425.0	8587867.0
MARIETTA L JOHNSON MUSEUM	MARIETTA L JOHNSON MUSEUM	HISTORY MUSEUM	30.52388	-87.90081	0.0	0.0
MARION COUNTY HISTORICAL SOCIETY	MARION COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	34.16018	-87.99838	5970.0	5970.0
MARSHALL COUNTY SPORTS HALL OF FAME	MARSHALL COUNTY SPORTS HALL OF FAME INC	HISTORY MUSEUM	34.20111	-86.17222	14523.0	14523.0
MCCOY CENTER FOR COMMUNITY SERVICE	MCCOY CENTER FOR COMMUNITY SERVICE INC	HISTORIC PRESERVATION	33.5115	-86.84821	96402.0	95811.0
MCWANE SCIENCE CENTER	MCWANE SCIENCE CENTER	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	33.51539	-86.80816	10522096.0	8814675.0
MENTONE AREA PRESERVATION ASSOCIATION	MENTONE AREA PRESERVATION ASSOCIATION	HISTORIC PRESERVATION	34.53259	-85.56267	0.0	0.0
MOBILE HISTORIC DEVELOPMENT COMMISSION	MOBILE HISTORIC DEVELOPMENT COMMISSION	HISTORIC PRESERVATION	30.6708	-88.10646	554949.0	371589.0
MOBILE MEDICAL MUSEUM	MOBILE MEDICAL MUSEUM INC	HISTORY MUSEUM	30.69234	-88.07704	20453.0	20453.0
MOBILE MUSEUM OF ART	THE MOBILE MUSEUM OF ART INC	ART MUSEUM	30.70401	-88.15462	3749971.0	3668329.0
MOBILE ROCK & GEM SOCIETY	MOBILE ROCK & GEM SOCIETY	NATURAL HISTORY MUSEUM	30.71661	-88.14435	0.0	0.0
MOBILE SPORTS HALL OF FAME	MOBILE SPORTS HALL OF FAME INC	GENERAL MUSEUM	30.66666	-88.18115	221412.0	221412.0
MOBILE ZOO	MOBILE ZOO	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	30.82633	-88.39683	54423.0	53441.0
MONROE COUNTY HERITAGE MUSEUM	MONROE COUNTY HERITAGE MUSEUM INC	HISTORY MUSEUM	31.51158	-87.32765	373421.0	311572.0
MONROE COUNTY HERITAGE MUSEUM ENDOWMENT	MONROE COUNTY HERITAGE MUSEUM ENDOWMENT INC	GENERAL MUSEUM	31.51158	-87.32765	0.0	0.0
MONTGOMERY AREA ZOOLOGICAL SOCIETY	MONTGOMERY AREA ZOOLOGICAL SOCIETY INC	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	32.42108	-86.27306	516603.0	502005.0
MONTGOMERY COUNTY HISTORICAL SOCIETY	MONTGOMERY COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	32.37047	-86.30888	59539.0	59539.0
MONTGOMERY MUSEUM OF FINE ARTS	MONTGOMERY MUSEUM OF FINE ARTS ASSOCIATION	ART MUSEUM	32.3526	-86.2087	2796070.0	2759203.0
MONTGOMERY MUSEUM OF FINE ARTS ASSOCIATION	MONTGOMERY MUSEUM OF FINE ARTS ASSOCIATION	ART MUSEUM	32.3526	-86.2087	2796070.0	2759203.0
MONTGOMERY WORLD HERITAGE MUSEUM	MONTGOMERY WORLD HERITAGE MUSEUM INC	GENERAL MUSEUM	32.36612	-86.31063	0.0	0.0
MONTROSE HISTORIC PRESERVATION SOCIETY	MONTROSE HISTORIC PRESERVATION SOCIETY	HISTORIC PRESERVATION	30.56595	-87.90195	600.0	600.0
MORGAN COUNTY GENEALOGICAL SOCIETY	MORGAN COUNTY GENEALOGICAL SOCIETY INC	HISTORIC PRESERVATION	34.61182	-86.98597	0.0	0.0
MUSANN CORP	MUSANN CORP	NATURAL HISTORY MUSEUM	33.65842	-85.82646	112334.0	74908.0
MUSEUM OF EAST ALABAMA	MUSEUM OF EAST ALABAMA	GENERAL MUSEUM	32.64708	-85.38025	44650.0	44650.0
MUSEUM OF MOBILE	MUSEUM OF MOBILE INC	HISTORIC PRESERVATION	30.6959	-88.04303	46907.0	46907.0
MUSEUM OF THE CITY OF MOBILE	FRIENDS OF THE MUSEUM OF THE CITY OF MOBILE	GENERAL MUSEUM	30.69015	-88.04008	0.0	0.0
MUSEUMS OAKLEIGH MUSEUM	HISTORIC MOBILE PRESERVATION SOCIETY INC	HISTORIC PRESERVATION	30.68068	-88.06003	293253.0	284056.0
MUSTANG MUSEUM OF AMERICA	MUSTANG MUSEUM OF AMERICA	ART MUSEUM	33.57656	-86.49679	0.0	0.0
NATCHEZ TRACE GENALOGICAL SOCIETY	NATCHEZ TRACE GENALOGICAL SOCIETY INC	HISTORIC PRESERVATION	34.80175	-87.6751	0.0	0.0
NATIONAL MARITIME MUSEUM	NATIONAL MARITIME MUSEUM OF THE GULF OF MEXICO	GENERAL MUSEUM	30.69698	-88.04092	8621580.0	1120580.0
NATIONAL MARITIME MUSEUM OF THE GULF OF MEXICO	NATIONAL MARITIME MUSEUM OF THE GULF OF MEXICO	GENERAL MUSEUM	30.6959	-88.04303	8621580.0	1120580.0
NATIONAL MARITIME MUSUEM OF THE GULF OF MEXICO HOLDINGS	NATIONAL MARITIME MUSUEM OF THE GULF OF MEXICO HOLDINGS	GENERAL MUSEUM	30.6959	-88.04303	55000.0	55000.0
NATIONAL VOTING RIGHTS MUSEUM AND INSTITUTE	NATIONAL VOTING RIGHTS MUSEUM AND INSTITUTE INC	GENERAL MUSEUM	32.40298	-87.01724	174280.0	174280.0
NAUVOO HISTORICAL SOCIETY	NAUVOO HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	33.97136	-87.34601	0.0	0.0
NORTH ALABAMA RAILROAD MUSEUM	NORTH ALABAMA RAILROAD MUSEUM INC	HISTORY MUSEUM	34.78365	-86.5462	87805.0	76396.0
NORTH ALABAMA SCIENCE CENTER	NORTH ALABAMA SCIENCE CENTER INC	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	34.75149	-86.69326	1430797.0	1406452.0
